Unnamed: 0,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width,valid_link
702,40104109,BILLY,Bookcases & shelving units,20.0,No old price,True,https://www.ikea.com/sa/en/p/billy-corner-fittings-galvanised-40104109/,No,        Corner fittings,IKEA of Sweden,,,,True
703,90291858,SINDVIK,Bookcases & shelving units,150.0,No old price,True,https://www.ikea.com/sa/en/p/sindvik-glass-door-white-clear-glass-90291858/,Yes,"        Glass door,          60x64 cm",Marcus Arvonen,,64.0,60.0,True
705,10364523,KALLVIKEN,Bookcases & shelving units,170.0,No old price,True,https://www.ikea.com/sa/en/p/kallviken-door-dark-grey-concrete-effect-10364523/,No,"        Door,          60x64 cm",IKEA of Sweden,,64.0,60.0,True
706,50425987,KALLVIKEN,Bookcases & shelving units,135.0,No old price,True,https://www.ikea.com/sa/en/p/kallviken-door-drawer-front-dark-grey-concrete-effect-50425987/,No,"        Door/drawer front,          60x38 cm",IKEA of Sweden,,38.0,60.0,True
707,30425988,KALLVIKEN,Bookcases & shelving units,95.0,No old price,True,https://www.ikea.com/sa/en/p/kallviken-drawer-front-dark-grey-concrete-effect-30425988/,No,"        Drawer front,          60x26 cm",IKEA of Sweden,,26.0,60.0,True
709,70318161,IVAR,Bookcases & shelving units,39.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-shelf-pine-70318161/,No,"        Shelf,          42x50 cm",IKEA of Sweden,50.0,,42.0,True
710,50370353,MOSSARYD,Bookcases & shelving units,29.0,No old price,True,https://www.ikea.com/sa/en/p/mossaryd-drop-handle-black-50370353/,No,"        Drop handle,          49 mm",Francis Cayouette,18.0,,,True
711,80340048,EKET,Bookcases & shelving units,20.0,No old price,True,https://www.ikea.com/sa/en/p/eket-suspension-rail-80340048/,No,"        Suspension rail,          70 cm",IKEA of Sweden,1.0,4.0,63.0,True
712,89283005,BROR,Bookcases & shelving units,670.0,No old price,True,https://www.ikea.com/sa/en/p/bror-shelving-unit-with-cabinets-black-s89283005/,No,"        Shelving unit with cabinets,          85x40x110 cm",IKEA of Sweden,40.0,110.0,85.0,True
713,89294532,VITTSJÖ,Bookcases & shelving units,790.0,No old price,True,https://www.ikea.com/sa/en/p/vittsjoe-storage-combination-black-brown-glass-s89294532/,No,"        Storage combination,          200x36x175 cm",Johan Kroon,36.0,175.0,200.0,True
716,70428904,EKET,Bookcases & shelving units,75.0,No old price,True,https://www.ikea.com/sa/en/p/eket-leg-metal-70428904/,No,"        Leg,          10 cm","704.289.04 Metal legs raise your EKET combination from the floor, giving a light airy look and making it easy to clean the floor underneath.Adjustable feet; stands steady also on an uneven floor.",,10.0,,True
717,50275619,OXBERG,Bookcases & shelving units,80.0,No old price,True,https://www.ikea.com/sa/en/p/oxberg-glass-door-white-50275619/,Yes,"        Glass door,          40x35 cm",502.756.19 Adjustable hinges allow you to adjust the door horizontally and vertically.Glass doors keep your favourite items free from dust but still visible.Hinges included.Knobs included.Handle with care! A damaged edge or scratched surface can cause the glass to suddenly crack and/or break. Avoid collisions from the side - this is where the glass is most vulnerable.Can be used on the corner unit only if the shelf next to it has no doors.,,35.0,40.0,True
719,333278,BROR,Bookcases & shelving units,90.0,No old price,True,https://www.ikea.com/sa/en/p/bror-post-black-00333278/,No,"        Post,          110 cm",IKEA of Sweden,4.0,110.0,,True
723,30357003,KALLRÖR,Bookcases & shelving units,45.0,No old price,True,https://www.ikea.com/sa/en/p/kallroer-handle-stainless-steel-30357003/,No,"        Handle,          597 mm",IKEA of Sweden,38.0,,,True
724,40247368,BESTÅ,Bookcases & shelving units,195.0,No old price,True,https://www.ikea.com/sa/en/p/besta-frame-grey-stained-walnut-effect-40247368/,Yes,"        Frame,          60x40x128 cm",IKEA of Sweden,40.0,128.0,60.0,True
725,70388639,HAVSTA,Bookcases & shelving units,545.0,No old price,True,https://www.ikea.com/sa/en/p/havsta-shelving-unit-white-70388639/,Yes,"        Shelving unit,          81x35x123 cm",IKEA of Sweden,35.0,123.0,81.0,True
728,80291854,SINDVIK,Bookcases & shelving units,100.0,No old price,True,https://www.ikea.com/sa/en/p/sindvik-glass-door-white-clear-glass-80291854/,Yes,"        Glass door,          60x38 cm",Marcus Arvonen,,38.0,60.0,True
731,69272649,BROR,Bookcases & shelving units,375.0,No old price,True,https://www.ikea.com/sa/en/p/bror-shelving-unit-black-s69272649/,No,"        Shelving unit,          65x55x110 cm",IKEA of Sweden,55.0,110.0,65.0,True
741,49133579,IVAR,Bookcases & shelving units,365.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-1-section-bottle-racks-pine-grey-s49133579/,No,"        1 section/bottle racks,          89x30x124 cm",IKEA of Sweden/Sarah Fager,30.0,124.0,89.0,True
749,60291845,HANVIKEN,Bookcases & shelving units,100.0,No old price,True,https://www.ikea.com/sa/en/p/hanviken-door-white-60291845/,Yes,"        Door,          60x64 cm",Marcus Arvonen,,64.0,60.0,True
753,69275718,BROR,Bookcases & shelving units,1340.0,No old price,True,https://www.ikea.com/sa/en/p/bror-shelving-unit-with-cabinets-black-s69275718/,No,"        Shelving unit with cabinets,          170x40x110 cm",IKEA of Sweden,40.0,110.0,170.0,True
756,70348785,SKÄRHAMN,Bookcases & shelving units,29.0,No old price,True,https://www.ikea.com/sa/en/p/skaerhamn-knob-black-chrome-plated-70348785/,Yes,"        Knob,          22 mm",Ebba Strandmark,24.0,,,True
759,89248371,IVAR,Bookcases & shelving units,1045.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-3-sections-shelves-pine-s89248371/,No,"        3 sections/shelves,          219x30x226 cm",IKEA of Sweden,30.0,226.0,219.0,True
761,89297663,JONAXEL,Bookcases & shelving units,670.0,SR 671,True,https://www.ikea.com/sa/en/p/jonaxel-frame-w-bskts-clths-rl-shlv-uts-s89297663/,No,"        Frame/w bskts/clths rl/shlv uts,          173x51x173 cm",IKEA of Sweden,51.0,173.0,173.0,True
765,99248380,IVAR,Bookcases & shelving units,990.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-3-sections-shelves-cabinet-pine-s99248380/,No,"        3 sections/shelves/cabinet,          259x30x124 cm",IKEA of Sweden,30.0,124.0,259.0,True
770,50323597,BILLSBRO,Bookcases & shelving units,35.0,No old price,True,https://www.ikea.com/sa/en/p/billsbro-handle-stainless-steel-colour-50323597/,No,"        Handle,          320 mm",H Preutz/A Fredriksson,,,,True
771,29248345,IVAR,Bookcases & shelving units,906.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-2-sections-shelves-pine-s29248345/,No,"        2 sections/shelves,          134x50x226 cm",IKEA of Sweden,50.0,226.0,134.0,True
773,423721,KALLAX,Bookcases & shelving units,100.0,No old price,True,https://www.ikea.com/sa/en/p/kallax-insert-with-mirror-door-00423721/,No,"        Insert with mirror door,          33x33 cm",IKEA of Sweden,38.0,33.0,33.0,True
774,10357004,KALLRÖR,Bookcases & shelving units,35.0,No old price,True,https://www.ikea.com/sa/en/p/kallroer-handle-stainless-steel-10357004/,No,"        Handle,          405 mm",IKEA of Sweden,38.0,,,True
776,79248319,IVAR,Bookcases & shelving units,440.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-2-sections-shelves-pine-s79248319/,No,"        2 sections/shelves,          134x30x179 cm",IKEA of Sweden,30.0,179.0,134.0,True
778,89297677,JONAXEL,Bookcases & shelving units,560.0,No old price,True,https://www.ikea.com/sa/en/p/jonaxel-frame-wire-baskets-top-shelves-s89297677/,No,"        Frame/wire baskets/top shelves,          148x51x104 cm",IKEA of Sweden,51.0,104.0,148.0,True
780,9291622,KOLBJÖRN,Bookcases & shelving units,1145.0,No old price,True,https://www.ikea.com/sa/en/p/kolbjoern-shelving-unit-with-cabinet-beige-s09291622/,No,"        Shelving unit with cabinet,          251x37x161 cm",IKEA of Sweden,37.0,161.0,251.0,True
787,49294548,VITTSJÖ,Bookcases & shelving units,1035.0,No old price,True,https://www.ikea.com/sa/en/p/vittsjoe-storage-combination-black-brown-glass-s49294548/,No,"        Storage combination,          300x36x175 cm",Johan Kroon,36.0,175.0,300.0,True
788,59311463,JONAXEL,Bookcases & shelving units,975.0,SR 981,True,https://www.ikea.com/sa/en/p/jonaxel-frame-mesh-baskets-clothes-rails-s59311463/,No,"        Frame/mesh baskets/clothes rails,          148x51x207 cm",IKEA of Sweden,51.0,207.0,148.0,True
790,69248386,IVAR,Bookcases & shelving units,1110.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-3-sections-shelves-pine-s69248386/,No,"        3 sections/shelves,          259x30x179 cm",IKEA of Sweden,30.0,179.0,259.0,True
795,79305102,JONAXEL,Bookcases & shelving units,630.0,No old price,True,https://www.ikea.com/sa/en/p/jonaxel-frame-wire-baskets-clothes-rails-s79305102/,No,"        Frame/wire baskets/clothes rails,          142-178x51x173 cm",IKEA of Sweden,51.0,173.0,,True
808,80275887,KALLAX,Cabinets & cupboards,250.0,No old price,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-80275887/,Yes,"        Shelving unit,          77x147 cm",Tord Björklund,39.0,147.0,77.0,True
810,40033763,IVAR,Cabinets & cupboards,295.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-cabinet-pine-40033763/,No,"        Cabinet,          80x30x83 cm",IKEA of Sweden,30.0,83.0,80.0,True
813,59278307,KALLAX,Cabinets & cupboards,500.0,No old price,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-4-inserts-white-s59278307/,Yes,"        Shelving unit with 4 inserts,          77x147 cm",Tord Björklund,39.0,147.0,77.0,True
814,49280042,BILLY / OXBERG,Cabinets & cupboards,315.0,No old price,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-doors-white-s49280042/,Yes,"        Bookcase with doors,          80x30x106 cm",Gillis Lundgren,30.0,106.0,80.0,True
818,70328669,LIXHULT,Cabinets & cupboards,175.0,No old price,True,https://www.ikea.com/sa/en/p/lixhult-cabinet-metal-grey-70328669/,No,"        Cabinet,          60x35 cm",Jon Karlsson,35.0,35.0,60.0,True
819,69287392,BILLY / OXBERG,Cabinets & cupboards,195.0,No old price,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-door-white-s69287392/,Yes,"        Bookcase with door,          40x30x106 cm",Gillis Lundgren,30.0,106.0,40.0,True
820,50413507,HEMNES,Cabinets & cupboards,1595.0,No old price,True,https://www.ikea.com/sa/en/p/hemnes-glass-door-cabinet-with-3-drawers-white-stain-light-brown-50413507/,Yes,"        Glass-door cabinet with 3 drawers,          90x197 cm",Carina Bengs,37.0,197.0,90.0,True
821,29281066,BILLY / OXBERG,Cabinets & cupboards,385.0,No old price,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-doors-white-s29281066/,Yes,"        Bookcase with doors,          80x30x202 cm",Gillis Lundgren,30.0,202.0,80.0,True
823,19279177,LIXHULT,Cabinets & cupboards,350.0,No old price,True,https://www.ikea.com/sa/en/p/lixhult-cabinet-combination-grey-s19279177/,No,"        Cabinet combination,          120x35x57 cm",Jon Karlsson,35.0,35.0,120.0,True
826,50300666,BRIMNES,Cabinets & cupboards,445.0,No old price,True,https://www.ikea.com/sa/en/p/brimnes-cabinet-with-doors-glass-white-50300666/,Yes,"        Cabinet with doors,          78x95 cm",K Hagberg/M Hagberg,41.0,95.0,78.0,True
828,40300662,BRIMNES,Cabinets & cupboards,395.0,No old price,True,https://www.ikea.com/sa/en/p/brimnes-cabinet-with-doors-white-40300662/,Yes,"        Cabinet with doors,          78x95 cm",K Hagberg/M Hagberg,41.0,95.0,78.0,True
829,359739,ROTHULT,Cabinets & cupboards,95.0,No old price,True,https://www.ikea.com/sa/en/p/rothult-smart-lock-white-00359739/,No,        Smart lock,IKEA of Sweden,,7.0,3.0,True
833,69017828,BILLY / OXBERG,Cabinets & cupboards,575.0,No old price,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-white-s69017828/,Yes,"        Bookcase,          80x30x202 cm",Gillis Lundgren,30.0,202.0,80.0,True
835,19205884,BESTÅ,Cabinets & cupboards,1870.0,No old price,True,https://www.ikea.com/sa/en/p/besta-storage-combination-with-doors-black-brown-kallviken-dark-grey-concrete-effect-s19205884/,Yes,"        Storage combination with doors,          120x40x192 cm",IKEA of Sweden,40.0,192.0,120.0,True
840,19189030,EKET,Cabinets & cupboards,656.0,No old price,True,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-white-s19189030/,Yes,"        Wall-mounted cabinet combination,          80x35x210 cm",IKEA of Sweden/Jon Karlsson,35.0,210.0,80.0,True
841,396416,MILSBO,Cabinets & cupboards,995.0,No old price,True,https://www.ikea.com/sa/en/p/milsbo-glass-door-cabinet-white-00396416/,Yes,"        Glass-door cabinet,          73x175 cm",Jonas Hultqvist,42.0,175.0,73.0,True
842,69281804,BILLY / OXBERG,Cabinets & cupboards,915.0,No old price,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-glass-doors-white-s69281804/,Yes,"        Bookcase with glass-doors,          120x30x202 cm",Gillis Lundgren,30.0,202.0,120.0,True
843,59275101,HAVSTA,Cabinets & cupboards,925.0,No old price,True,https://www.ikea.com/sa/en/p/havsta-cabinet-with-plinth-white-s59275101/,Yes,"        Cabinet with plinth,          81x37x134 cm",IKEA of Sweden,37.0,134.0,81.0,True
846,10251451,IKEA PS,Cabinets & cupboards,425.0,No old price,True,https://www.ikea.com/sa/en/p/ikea-ps-cabinet-white-10251451/,No,"        Cabinet,          119x63 cm",Nicholai Wiig Hansen,40.0,63.0,119.0,True
848,363171,FABRIKÖR,Cabinets & cupboards,636.0,SR 795,True,https://www.ikea.com/sa/en/p/fabrikoer-glass-door-cabinet-black-blue-blue-00363171/,Yes,"        Glass-door cabinet,          81x113 cm",Nike Karlsson,42.0,113.0,81.0,True
849,29301762,BESTÅ,Cabinets & cupboards,1045.0,No old price,True,https://www.ikea.com/sa/en/p/besta-storage-combination-with-doors-white-lappviken-stubbarp-white-s29301762/,Yes,"        Storage combination with doors,          120x42x202 cm",IKEA of Sweden,42.0,202.0,120.0,True
851,60342072,REGISSÖR,Cabinets & cupboards,796.0,SR 995,True,https://www.ikea.com/sa/en/p/regissoer-cabinet-brown-60342072/,Yes,"        Cabinet,          118x110 cm",K Hagberg/M Hagberg,38.0,110.0,118.0,True
861,79281790,BILLY / OXBERG,Cabinets & cupboards,930.0,No old price,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-panel-glass-doors-white-glass-s79281790/,Yes,"        Bookcase with panel/glass doors,          120x30x202 cm",Gillis Lundgren,30.0,202.0,120.0,True
862,29279186,LIXHULT,Cabinets & cupboards,700.0,No old price,True,https://www.ikea.com/sa/en/p/lixhult-cabinet-combination-grey-s29279186/,No,"        Cabinet combination,          120x35x92 cm",Jon Karlsson,35.0,70.0,120.0,True
866,10295539,BESTÅ,Cabinets & cupboards,25.0,No old price,True,https://www.ikea.com/sa/en/p/besta-shelf-grey-stained-walnut-effect-10295539/,Yes,"        Shelf,          56x16 cm",IKEA of Sweden,16.0,,56.0,True
867,70245952,BESTÅ,Cabinets & cupboards,170.0,No old price,True,https://www.ikea.com/sa/en/p/besta-frame-black-brown-70245952/,Yes,"        Frame,          120x40x38 cm",IKEA of Sweden,40.0,38.0,120.0,True
871,29285776,GALANT,Cabinets & cupboards,5290.0,No old price,True,https://www.ikea.com/sa/en/p/galant-storage-combination-w-sliding-doors-white-stained-oak-veneer-s29285776/,Yes,"        Storage combination w sliding doors,          320x120 cm",K Malmvall/E Lilja Löwenhielm,45.0,120.0,320.0,True
872,50365139,GALANT,Cabinets & cupboards,945.0,No old price,True,https://www.ikea.com/sa/en/p/galant-cabinet-with-doors-black-stained-ash-veneer-50365139/,Yes,"        Cabinet with doors,          80x120 cm",Eva Lilja Löwenhielm,45.0,120.0,80.0,True
873,49249396,HÄLLAN,Cabinets & cupboards,875.0,No old price,True,https://www.ikea.com/sa/en/p/haellan-storage-combination-with-doors-white-s49249396/,No,"        Storage combination with doors,          45x47x167 cm",Jon Karlsson,47.0,167.0,45.0,True
875,89249403,HÄLLAN,Cabinets & cupboards,700.0,No old price,True,https://www.ikea.com/sa/en/p/haellan-storage-combination-with-doors-white-s89249403/,No,"        Storage combination with doors,          45x47x167 cm",Jon Karlsson,47.0,167.0,45.0,True
876,245842,BESTÅ,Cabinets & cupboards,225.0,No old price,True,https://www.ikea.com/sa/en/p/besta-frame-white-00245842/,Yes,"        Frame,          60x40x192 cm",IKEA of Sweden,40.0,192.0,60.0,True
877,242278,FABRIKÖR,Cabinets & cupboards,676.0,SR 845,True,https://www.ikea.com/sa/en/p/fabrikoer-glass-door-cabinet-dark-grey-00242278/,Yes,"        Glass-door cabinet,          57x150 cm",Nike Karlsson,47.0,150.0,57.0,True
879,80336433,GUBBARP,Cabinets & cupboards,3.0,No old price,True,https://www.ikea.com/sa/en/p/gubbarp-knob-white-80336433/,Yes,"        Knob,          21 mm",H Preutz/A Fredriksson,27.0,,,True
883,69275110,HAVSTA,Cabinets & cupboards,975.0,No old price,True,https://www.ikea.com/sa/en/p/havsta-glass-door-cabinet-with-plinth-white-clear-glass-s69275110/,Yes,"        Glass-door cabinet with plinth,          81x37x134 cm",IKEA of Sweden,37.0,134.0,81.0,True
885,295554,BESTÅ,Cabinets & cupboards,25.0,No old price,True,https://www.ikea.com/sa/en/p/besta-shelf-white-00295554/,Yes,"        Shelf,          56x36 cm",IKEA of Sweden,36.0,,56.0,True
886,69284987,BESTÅ,Cabinets & cupboards,420.0,No old price,True,https://www.ikea.com/sa/en/p/besta-cabinet-unit-black-brown-s69284987/,Yes,"        Cabinet unit,          60x40x202 cm",IKEA of Sweden,40.0,202.0,60.0,True
890,30269129,BESTÅ BURS,Cabinets & cupboards,1195.0,No old price,True,https://www.ikea.com/sa/en/p/besta-burs-tv-bench-high-gloss-white-30269129/,No,"        TV bench,          180x41x49 cm",Mikael Warnhammar,41.0,49.0,180.0,True
894,59249409,HÄLLAN,Cabinets & cupboards,650.0,No old price,True,https://www.ikea.com/sa/en/p/haellan-storage-combination-with-doors-white-s59249409/,No,"        Storage combination with doors,          45x47x142 cm",Jon Karlsson,47.0,142.0,45.0,True
895,70388620,HAVSTA,Cabinets & cupboards,995.0,No old price,True,https://www.ikea.com/sa/en/p/havsta-cabinet-with-plinth-white-70388620/,Yes,"        Cabinet with plinth,          121x47x89 cm",IKEA of Sweden,47.0,89.0,121.0,True
897,30428915,EKET,Cabinets & cupboards,195.0,No old price,True,https://www.ikea.com/sa/en/p/eket-cabinet-with-2-drawers-white-30428915/,Yes,"        Cabinet with 2 drawers,          35x35x35 cm","304.289.15 A simple unit can be enough storage for a limited space or the foundation for a larger storage solution if your needs change.You can choose to place the cabinet on the floor or mount it on the wall to free up floor space.You can create your own unique solution by freely combining cabinets of different sizes, with or without doors and drawers.The drawers have integrated push-openers, so you don’t need knobs or handles and can open the drawer with just a light push.Must be completed with EKET suspension rail if you choose to mount the frame on the wall. This frame requires 1 suspension rail, 35 cm long, sold separately.To be completed with feet, legs or plinth if you choose to place the cabinet on the floor. Sold separately.The max load for a wall-hung cabinet depends on the wall material.",35.0,35.0,35.0,True
898,80261258,BESTÅ,Cabinets & cupboards,25.0,No old price,True,https://www.ikea.com/sa/en/p/besta-soft-closing-push-open-hinge-80261258/,No,        Soft closing/push-open hinge,"802.612.58 You can choose to use either the soft-closing or push-open function.With the push-opener you don’t need knobs or handles and can open the door with a light push.With the soft-closing function your doors close silently and softly. Knobs and handles are sold separately.If you choose the soft closing function for your BESTÅ, we recommend complementing the fronts with knobs/handles to make the drawers/cabinets more convenient to open.",,,,True
899,49265999,HAVSTA,Cabinets & cupboards,1240.0,No old price,True,https://www.ikea.com/sa/en/p/havsta-storage-combination-white-s49265999/,Yes,"        Storage combination,          81x47x212 cm",IKEA of Sweden,47.0,212.0,81.0,True
901,30342078,REGISSÖR,Cabinets & cupboards,1356.0,"SR 1,695",True,https://www.ikea.com/sa/en/p/regissoer-glass-door-cabinet-white-30342078/,Yes,"        Glass-door cabinet,          118x203 cm",K Hagberg/M Hagberg,38.0,203.0,118.0,True
903,40363621,HÄLLAN,Cabinets & cupboards,325.0,No old price,True,https://www.ikea.com/sa/en/p/haellan-cabinet-white-40363621/,No,"        Cabinet,          45x75 cm",Jon Karlsson,47.0,75.0,45.0,True
906,90323393,FIXA,Cabinets & cupboards,5.6,SR 7,True,https://www.ikea.com/sa/en/p/fixa-drill-template-orange-90323393/,No,        Drill template,903.233.93 Drill template for marking the hole location of knobs or handles makes it easier for you to place them correctly.The strip on the drill template is put against the edge of the door or drawer front; helps you to place the handle perfectly straight vertically or horizontally.,,,64.0,True
907,347510,ENERYDA,Cabinets & cupboards,22.0,No old price,True,https://www.ikea.com/sa/en/p/eneryda-knob-chrome-plated-00347510/,Yes,"        Knob,          27 mm",Francis Cayouette,,,,True
908,10388661,HAVSTA,Cabinets & cupboards,80.0,No old price,True,https://www.ikea.com/sa/en/p/havsta-plinth-white-10388661/,Yes,"        Plinth,          81x37x12 cm",IKEA of Sweden,37.0,12.0,81.0,True
909,49061228,BESTÅ,Cabinets & cupboards,510.0,No old price,True,https://www.ikea.com/sa/en/p/besta-tv-bench-black-brown-s49061228/,Yes,"        TV bench,          120x40x48 cm",IKEA of Sweden,40.0,48.0,120.0,True
910,60247409,BESTÅ,Cabinets & cupboards,100.0,No old price,True,https://www.ikea.com/sa/en/p/besta-frame-grey-stained-walnut-effect-60247409/,Yes,"        Frame,          60x20x38 cm",IKEA of Sweden,20.0,38.0,60.0,True
914,30247378,BESTÅ,Cabinets & cupboards,125.0,No old price,True,https://www.ikea.com/sa/en/p/besta-frame-grey-stained-walnut-effect-30247378/,Yes,"        Frame,          60x40x38 cm",IKEA of Sweden,40.0,38.0,60.0,True
916,295530,BESTÅ,Cabinets & cupboards,25.0,No old price,True,https://www.ikea.com/sa/en/p/besta-glass-shelf-glass-00295530/,No,"        Glass shelf,          56x16 cm",IKEA of Sweden,16.0,,56.0,True
921,60389192,HAVSTA,Cabinets & cupboards,845.0,No old price,True,https://www.ikea.com/sa/en/p/havsta-cabinet-white-60389192/,Yes,"        Cabinet,          81x35x123 cm",IKEA of Sweden,35.0,123.0,81.0,True
923,30342479,HACKÅS,Cabinets & cupboards,32.0,No old price,True,https://www.ikea.com/sa/en/p/hackas-handle-anthracite-30342479/,No,"        Handle,          100 mm",J Löfgren/J Pettersson,18.0,,24.0,True
924,80294503,BESTÅ,Cabinets & cupboards,375.0,No old price,True,https://www.ikea.com/sa/en/p/besta-tv-bench-white-80294503/,Yes,"        TV bench,          120x40x38 cm","802.945.03 It’s easy to keep the cables from your TV and other devices out of sight but close at hand, as there are several cable outlets at the back of the TV bench.You can choose to stand the TV bench on the floor or mount it on the wall to free up floor space.If you want to organise inside you can complement with BESTÅ interior fittings.Steady also on uneven floors, thanks to the adjustable feet.This furniture must be fixed to the wall with the enclosed wall fastener.This TV bench can take a max load of 50 kg on the top.Different wall materials require different types of fixing devices. Use fixing devices suitable for the walls in your home, sold separately.May be completed with STALLARP, STUBBARP or NANNARP legs. This TV bench requires 4 legs and 1 BESTÅ supporting leg.May be completed with SULARP legs. This TV bench requires 2 legs and 1 BESTÅ supporting leg.",40.0,38.0,120.0,True
925,10291678,LAPPVIKEN,Cabinets & cupboards,45.0,No old price,True,https://www.ikea.com/sa/en/p/lappviken-drawer-front-white-10291678/,Yes,"        Drawer front,          60x26 cm",IKEA of Sweden,,26.0,60.0,True
926,60295532,BESTÅ,Cabinets & cupboards,30.0,No old price,True,https://www.ikea.com/sa/en/p/besta-glass-shelf-glass-60295532/,No,"        Glass shelf,          56x36 cm",IKEA of Sweden,36.0,,56.0,True
928,70247376,BESTÅ,Cabinets & cupboards,225.0,No old price,True,https://www.ikea.com/sa/en/p/besta-frame-grey-stained-walnut-effect-70247376/,Yes,"        Frame,          120x40x64 cm",IKEA of Sweden,40.0,64.0,120.0,True
929,50363729,HÄLLAN,Cabinets & cupboards,275.0,No old price,True,https://www.ikea.com/sa/en/p/haellan-cabinet-white-50363729/,No,"        Cabinet,          45x50 cm",Jon Karlsson,47.0,50.0,45.0,True
931,30365135,GALANT,Cabinets & cupboards,2545.0,No old price,True,https://www.ikea.com/sa/en/p/galant-cabinet-with-sliding-doors-white-30365135/,Yes,"        Cabinet with sliding doors,          160x120 cm",K Malmvall/E Lilja Löwenhielm,45.0,120.0,160.0,True
937,20347514,ENERYDA,Cabinets & cupboards,35.0,No old price,True,https://www.ikea.com/sa/en/p/eneryda-handle-brass-colour-20347514/,Yes,"        Handle,          112 mm",Francis Cayouette,30.0,,17.0,True
938,70247381,BESTÅ,Cabinets & cupboards,135.0,No old price,True,https://www.ikea.com/sa/en/p/besta-frame-grey-stained-walnut-effect-70247381/,Yes,"        Frame,          60x40x64 cm",IKEA of Sweden,40.0,64.0,60.0,True
939,29204431,BESTÅ / EKET,Cabinets & cupboards,1469.0,No old price,True,https://www.ikea.com/sa/en/p/besta-eket-cabinet-combination-for-tv-white-s29204431/,Yes,"        Cabinet combination for TV,          180x40x170 cm",IKEA of Sweden/Jon Karlsson,40.0,170.0,180.0,True
940,89307643,EKET,Cabinets & cupboards,114.0,No old price,True,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-white-s89307643/,Yes,"        Wall-mounted cabinet combination,          35x35x35 cm",IKEA of Sweden/Jon Karlsson,35.0,35.0,35.0,True
942,99249520,HÄLLAN,Cabinets & cupboards,1575.0,No old price,True,https://www.ikea.com/sa/en/p/haellan-storage-combination-with-doors-white-s99249520/,No,"        Storage combination with doors,          90x47x167 cm",Jon Karlsson,47.0,167.0,90.0,True
943,19266033,HAVSTA,Cabinets & cupboards,2645.0,No old price,True,https://www.ikea.com/sa/en/p/havsta-storage-comb-w-sliding-glass-doors-white-s19266033/,Yes,"        Storage comb w sliding glass doors,          283x37x134 cm",IKEA of Sweden,37.0,134.0,283.0,True
946,79282544,BEKANT,Cabinets & cupboards,1355.0,No old price,True,https://www.ikea.com/sa/en/p/bekant-storage-unit-on-castors-mesh-black-s79282544/,Yes,"        Storage unit on castors,          61x101 cm",Eva Lilja Löwenhielm,45.0,101.0,61.0,True
947,60323592,BILLSBRO,Cabinets & cupboards,15.0,No old price,True,https://www.ikea.com/sa/en/p/billsbro-handle-stainless-steel-colour-60323592/,No,"        Handle,          40 mm",H Preutz/A Fredriksson,,,,True
949,30425988,KALLVIKEN,Cabinets & cupboards,95.0,No old price,True,https://www.ikea.com/sa/en/p/kallviken-drawer-front-dark-grey-concrete-effect-30425988/,No,"        Drawer front,          60x26 cm",IKEA of Sweden,,26.0,60.0,True
952,49265975,HAVSTA,Cabinets & cupboards,1590.0,No old price,True,https://www.ikea.com/sa/en/p/havsta-storage-combination-w-glass-doors-dark-brown-s49265975/,Yes,"        Storage combination w glass-doors,          81x47x212 cm",IKEA of Sweden,47.0,212.0,81.0,True
955,10334319,BILLSBRO,Cabinets & cupboards,55.0,No old price,True,https://www.ikea.com/sa/en/p/billsbro-handle-white-10334319/,Yes,"        Handle,          720 mm",H Preutz/A Fredriksson,,,,True
960,89291312,HÄLLAN,Cabinets & cupboards,325.0,No old price,True,https://www.ikea.com/sa/en/p/haellan-storage-combination-with-doors-white-s89291312/,No,"        Storage combination with doors,          45x47x67 cm",Jon Karlsson,47.0,67.0,45.0,True
961,50357002,KALLRÖR,Cabinets & cupboards,25.0,No old price,True,https://www.ikea.com/sa/en/p/kallroer-handle-stainless-steel-50357002/,No,"        Handle,          213 mm",IKEA of Sweden,38.0,,,True
962,20348896,ÖSTERNÄS,Cabinets & cupboards,49.0,No old price,True,https://www.ikea.com/sa/en/p/oesternaes-leather-handle-tanned-leather-20348896/,No,"        Leather handle,          65 mm",H Preutz/A Fredriksson,,,25.0,True
